ÇinTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
2.15,48.58,21.5,57.1,DoorCLOSED,PowerON,142.38,CompressorON,0.17,Wednesday 01.01.2025 -- 22:14:20,0
4.66,63.65,28.04,72.55,DoorCLOSED,PowerON,23.79,CompressorOFF,0.37,Wednesday 01.01.2025 -- 22:14:25,0
3.59,71.88,27.64,88.6,DoorCLOSED,PowerON,129.05,CompressorON,0.15,Wednesday 01.01.2025 -- 22:14:30,0
7.37,60.28,25.42,67.45,DoorOPEN,PowerON,96.64,CompressorON,0.34,Wednesday 01.01.2025 -- 22:14:35,0
6.66,81.16,31.08,53.4,DoorOPEN,PowerON,93.08,CompressorON,0.34,Wednesday 01.01.2025 -- 22:14:40,0
4.16,58.43,27.34,77.54,DoorCLOSED,PowerON,106.14,CompressorON,0.33,Wednesday 01.01.2025 -- 22:14:45,0
3.71,53.43,22.67,76.0,DoorCLOSED,PowerON,207.76,CompressorON,0.37,Wednesday 01.01.2025 -- 22:14:50,0
3.41,60.33,25.11,87.13,DoorCLOSED,PowerON,114.82,CompressorON,0.15,Wednesday 01.01.2025 -- 22:14:55,0
4.49,47.68,19.97,64.39,DoorCLOSED,PowerON,34.4,CompressorOFF,0.17,Wednesday 01.01.2025 -- 22:15:00,0
3.08,59.83,22.43,88.29,DoorCLOSED,PowerON,129.54,CompressorON,0.43,Wednesday 01.01.2025 -- 22:15:05,0
4.03,51.54,21.46,71.36,DoorCLOSED,PowerON,200.67,CompressorON,0.43,Wednesday 01.01.2025 -- 22:15:10,0
7.69,47.18,30.51,66.31,DoorCLOSED,PowerON,114.66,CompressorON,0.05,Wednesday 01.01.2025 -- 22:15:15,0
2.89,48.34,27.69,68.39,DoorCLOSED,PowerON,122.44,CompressorON,0.3,Wednesday 01.01.2025 -- 22:15:20,0
3.85,62.78,20.52,71.14,DoorCLOSED,PowerON,135.97,CompressorON,0.24,Wednesday 01.01.2025 -- 22:15:25,0
3.65,70.92,23.61,75.49,DoorCLOSED,PowerON,50.06,CompressorOFF,0.2,Wednesday 01.01.2025 -- 22:15:30,0
11.99,79.11,31.04,69.49,DoorCLOSED,PowerON,241.79,CompressorOFF,1.1,Wednesday 01.01.2025 -- 22:15:35,1
4.16,68.51,22.74,55.32,DoorCLOSED,PowerON,142.67,CompressorON,0.1,Wednesday 01.01.2025 -- 22:15:40,0
2.7,72.72,29.04,88.22,DoorCLOSED,PowerON,119.97,CompressorON,0.29,Wednesday 01.01.2025 -- 22:15:45,0
3.55,63.39,24.1,84.3,DoorOPEN,PowerON,150.57,CompressorON,0.35,Wednesday 01.01.2025 -- 22:15:50,0
3.12,70.24,27.84,85.79,DoorCLOSED,PowerON,29.97,CompressorOFF,0.42,Wednesday 01.01.2025 -- 22:15:55,0
3.15,48.18,22.64,85.12,DoorCLOSED,PowerON,57.99,CompressorOFF,0.45,Wednesday 01.01.2025 -- 22:16:00,0
4.09,46.68,21.93,60.44,DoorCLOSED,PowerON,126.63,CompressorON,0.09,Wednesday 01.01.2025 -- 22:16:05,0
4.82,63.32,24.23,75.75,DoorCLOSED,PowerON,51.49,CompressorOFF,0.37,Wednesday 01.01.2025 -- 22:16:10,0
3.73,59.11,31.15,56.49,DoorCLOSED,PowerON,141.03,CompressorON,0.39,Wednesday 01.01.2025 -- 22:16:15,0
2.49,53.93,31.66,89.11,DoorCLOSED,PowerON,108.57,CompressorON,0.13,Wednesday 01.01.2025 -- 22:16:20,0
3.35,71.92,23.51,61.29,DoorCLOSED,PowerON,23.65,CompressorOFF,0.29,Wednesday 01.01.2025 -- 22:16:25,0
3.48,61.97,23.57,79.06,DoorCLOSED,PowerON,156.22,CompressorON,0.27,Wednesday 01.01.2025 -- 22:16:30,0
3.3,67.03,21.27,62.29,DoorCLOSED,PowerON,127.79,CompressorON,0.23,Wednesday 01.01.2025 -- 22:16:35,0
7.87,90.29,30.19,89.2,DoorCLOSED,PowerON,235.33,CompressorOFF,0.9,Wednesday 01.01.2025 -- 22:16:40,1
3.36,59.75,19.34,82.52,DoorCLOSED,PowerON,141.77,CompressorON,0.45,Wednesday 01.01.2025 -- 22:16:45,0
2.03,53.2,25.71,88.55,DoorCLOSED,PowerON,100.95,CompressorON,0.02,Wednesday 01.01.2025 -- 22:16:50,0
3.01,45.4,23.75,65.08,DoorCLOSED,PowerON,37.13,CompressorOFF,0.4,Wednesday 01.01.2025 -- 22:16:55,0
1.91,51.78,28.39,54.38,DoorCLOSED,PowerON,115.81,CompressorON,0.22,Wednesday 01.01.2025 -- 22:17:00,0
2.47,64.26,21.58,85.01,DoorCLOSED,PowerON,131.9,CompressorON,0.16,Wednesday 01.01.2025 -- 22:17:05,0
3.35,63.44,23.82,55.52,DoorCLOSED,PowerON,44.03,CompressorOFF,0.19,Wednesday 01.01.2025 -- 22:17:10,0
2.24,69.74,31.15,82.82,DoorCLOSED,PowerON,140.87,CompressorON,0.04,Wednesday 01.01.2025 -- 22:17:15,0
4.12,59.09,19.28,59.83,DoorCLOSED,PowerON,42.59,CompressorOFF,0.45,Wednesday 01.01.2025 -- 22:17:20,0
1.99,65.09,28.08,79.05,DoorCLOSED,PowerON,141.08,CompressorON,1.13,Wednesday 01.01.2025 -- 22:17:25,0
7.42,62.76,29.12,67.12,DoorOPEN,PowerON,91.32,CompressorON,0.19,Wednesday 01.01.2025 -- 22:17:30,0
3.43,59.77,28.4,66.57,DoorCLOSED,PowerON,104.49,CompressorON,0.28,Wednesday 01.01.2025 -- 22:17:35,0
3.61,59.48,20.52,65.48,DoorCLOSED,PowerON,34.41,CompressorOFF,0.32,Wednesday 01.01.2025 -- 22:17:40,0
10.7,78.93,27.98,65.4,DoorOPEN,PowerON,110.09,CompressorON,0.26,Wednesday 01.01.2025 -- 22:17:45,0
2.76,55.2,23.15,59.95,DoorCLOSED,PowerON,102.17,CompressorON,0.36,Wednesday 01.01.2025 -- 22:17:50,0
3.84,52.62,21.13,72.13,DoorCLOSED,PowerON,124.38,CompressorON,0.16,Wednesday 01.01.2025 -- 22:17:55,0
4.8,85.55,25.35,54.93,DoorOPEN,PowerON,141.83,CompressorON,0.21,Wednesday 01.01.2025 -- 22:18:00,0
6.43,60.14,31.56,86.08,DoorOPEN,PowerON,198.37,CompressorON,0.4,Wednesday 01.01.2025 -- 22:18:05,0
4.76,67.24,22.78,61.17,DoorCLOSED,PowerON,40.28,CompressorOFF,0.08,Wednesday 01.01.2025 -- 22:18:10,0
11.87,86.71,29.32,62.76,DoorCLOSED,PowerON,218.35,CompressorON,1.52,Wednesday 01.01.2025 -- 22:18:15,1
3.36,48.16,24.18,68.99,DoorCLOSED,PowerON,21.42,CompressorOFF,0.05,Wednesday 01.01.2025 -- 22:18:20,0
1.97,68.5,18.36,52.1,DoorCLOSED,PowerON,149.45,CompressorON,0.07,Wednesday 01.01.2025 -- 22:18:25,0
8.29,77.59,32.4,62.76,DoorCLOSED,PowerON,209.51,CompressorOFF,1.32,Wednesday 01.01.2025 -- 22:18:30,1
3.32,67.92,29.37,55.57,DoorCLOSED,PowerON,56.79,CompressorOFF,0.09,Wednesday 01.01.2025 -- 22:18:35,0
4.1,47.42,21.12,66.29,DoorCLOSED,PowerON,38.2,CompressorOFF,0.2,Wednesday 01.01.2025 -- 22:18:40,0
4.35,67.94,28.67,87.88,DoorCLOSED,PowerON,32.13,CompressorOFF,0.28,Wednesday 01.01.2025 -- 22:18:45,0
3.79,68.19,27.84,53.18,DoorCLOSED,PowerON,51.42,CompressorOFF,0.02,Wednesday 01.01.2025 -- 22:18:50,0
7.17,48.37,31.13,85.33,DoorCLOSED,PowerON,31.45,CompressorOFF,0.28,Wednesday 01.01.2025 -- 22:18:55,0
3.7,53.99,28.35,72.41,DoorCLOSED,PowerON,20.77,CompressorOFF,0.05,Wednesday 01.01.2025 -- 22:19:00,0
2.15,66.83,31.49,86.51,DoorCLOSED,PowerON,106.89,CompressorON,0.27,Wednesday 01.01.2025 -- 22:19:05,0
4.19,45.55,27.23,71.97,DoorCLOSED,PowerON,57.88,CompressorOFF,0.33,Wednesday 01.01.2025 -- 22:19:10,0
3.0,70.8,23.4,79.92,DoorCLOSED,PowerON,236.6,CompressorON,0.38,Wednesday 01.01.2025 -- 22:19:15,0
9.0,88.67,29.43,77.7,DoorCLOSED,PowerON,214.32,CompressorOFF,1.09,Wednesday 01.01.2025 -- 22:19:20,1
4.18,47.76,30.92,62.19,DoorCLOSED,PowerON,98.8,CompressorON,0.09,Wednesday 01.01.2025 -- 22:19:25,0
2.96,47.12,20.82,52.52,DoorCLOSED,PowerON,141.61,CompressorON,0.09,Wednesday 01.01.2025 -- 22:19:30,0
3.29,51.3,28.13,54.5,DoorCLOSED,PowerON,151.71,CompressorON,0.06,Wednesday 01.01.2025 -- 22:19:35,0
6.36,66.0,20.38,58.69,DoorCLOSED,PowerON,21.18,CompressorOFF,0.17,Wednesday 01.01.2025 -- 22:19:40,0
6.46,55.83,31.31,88.59,DoorCLOSED,PowerON,109.22,CompressorON,0.14,Wednesday 01.01.2025 -- 22:19:45,0
6.18,48.73,21.35,85.86,DoorCLOSED,PowerON,54.23,CompressorOFF,0.14,Wednesday 01.01.2025 -- 22:19:50,0
3.61,46.13,28.43,66.14,DoorCLOSED,PowerON,32.63,CompressorOFF,0.14,Wednesday 01.01.2025 -- 22:19:55,0
5.37,48.98,29.09,59.55,DoorCLOSED,PowerON,25.37,CompressorOFF,0.12,Wednesday 01.01.2025 -- 22:20:00,0
1.92,73.7,19.98,82.44,DoorCLOSED,PowerON,147.52,CompressorON,0.07,Wednesday 01.01.2025 -- 22:20:05,0
2.68,70.94,26.24,76.3,DoorCLOSED,PowerON,139.06,CompressorON,0.28,Wednesday 01.01.2025 -- 22:20:10,0
3.14,46.65,30.76,89.95,DoorCLOSED,PowerON,153.04,CompressorON,0.42,Wednesday 01.01.2025 -- 22:20:15,0
11.17,91.44,30.09,94.32,DoorCLOSED,PowerON,186.13,CompressorOFF,1.01,Wednesday 01.01.2025 -- 22:20:20,1
3.0,46.61,18.59,56.98,DoorCLOSED,PowerON,90.65,CompressorON,0.12,Wednesday 01.01.2025 -- 22:20:25,0
5.46,71.01,20.68,80.01,DoorCLOSED,PowerON,22.68,CompressorOFF,0.43,Wednesday 01.01.2025 -- 22:20:30,0
7.87,76.29,26.8,60.72,DoorCLOSED,PowerON,244.62,CompressorON,1.58,Wednesday 01.01.2025 -- 22:20:35,1
2.7,46.97,28.28,88.0,DoorCLOSED,PowerON,131.23,CompressorON,0.12,Wednesday 01.01.2025 -- 22:20:40,0
2.35,55.7,30.29,58.35,DoorCLOSED,PowerON,95.75,CompressorON,0.15,Wednesday 01.01.2025 -- 22:20:45,0
3.55,74.67,22.77,81.97,DoorCLOSED,PowerON,31.81,CompressorOFF,0.4,Wednesday 01.01.2025 -- 22:20:50,0
4.86,67.38,24.24,79.15,DoorCLOSED,PowerON,24.39,CompressorOFF,0.06,Wednesday 01.01.2025 -- 22:20:55,0
3.12,62.16,18.41,70.4,DoorCLOSED,PowerON,45.54,CompressorOFF,0.2,Wednesday 01.01.2025 -- 22:21:00,0
3.04,73.84,28.74,63.06,DoorCLOSED,PowerON,26.38,CompressorOFF,0.2,Wednesday 01.01.2025 -- 22:21:05,0
3.25,69.4,31.64,67.98,DoorCLOSED,PowerON,154.4,CompressorON,0.03,Wednesday 01.01.2025 -- 22:21:10,0
5.37,67.19,24.84,82.32,DoorOPEN,PowerON,96.52,CompressorON,0.22,Wednesday 01.01.2025 -- 22:21:15,0
3.44,66.12,24.07,74.25,DoorCLOSED,PowerON,127.79,CompressorON,0.09,Wednesday 01.01.2025 -- 22:21:20,0
3.92,61.53,20.38,60.98,DoorCLOSED,PowerON,116.77,CompressorON,0.07,Wednesday 01.01.2025 -- 22:21:25,0
3.82,55.03,26.15,58.26,DoorCLOSED,PowerON,46.18,CompressorOFF,0.39,Wednesday 01.01.2025 -- 22:21:30,0
8.92,79.28,28.64,94.1,DoorCLOSED,PowerON,211.76,CompressorON,0.9,Wednesday 01.01.2025 -- 22:21:35,1
2.15,54.63,19.6,85.31,DoorCLOSED,PowerON,118.54,CompressorON,0.21,Wednesday 01.01.2025 -- 22:21:40,0
3.23,69.82,19.12,79.07,DoorCLOSED,PowerON,132.72,CompressorON,0.27,Wednesday 01.01.2025 -- 22:21:45,0
3.75,73.66,24.55,75.01,DoorCLOSED,PowerON,49.72,CompressorOFF,0.44,Wednesday 01.01.2025 -- 22:21:50,0
4.78,68.34,25.25,57.44,DoorCLOSED,PowerON,54.51,CompressorOFF,0.13,Wednesday 01.01.2025 -- 22:21:55,0
3.19,49.16,29.16,68.48,DoorCLOSED,PowerON,26.78,CompressorOFF,0.34,Wednesday 01.01.2025 -- 22:22:00,0
3.15,54.05,25.96,50.5,DoorCLOSED,PowerON,33.16,CompressorOFF,0.23,Wednesday 01.01.2025 -- 22:22:05,0
3.2,52.3,29.74,60.51,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.2,Wednesday 01.01.2025 -- 22:22:10,0
5.34,68.79,28.52,69.75,DoorCLOSED,PowerON,116.94,CompressorON,0.94,Wednesday 01.01.2025 -- 22:22:15,0
2.56,61.53,18.46,58.85,DoorCLOSED,PowerON,140.69,CompressorON,0.12,Wednesday 01.01.2025 -- 22:22:20,0
5.89,79.99,22.8,59.72,DoorOPEN,PowerON,138.77,CompressorON,0.23,Wednesday 01.01.2025 -- 22:22:25,0
11.29,89.74,28.16,89.54,DoorCLOSED,PowerON,203.29,CompressorON,1.29,Wednesday 01.01.2025 -- 22:22:30,1
5.36,54.69,21.33,50.67,DoorCLOSED,PowerON,56.12,CompressorOFF,0.21,Wednesday 01.01.2025 -- 22:22:35,0
5.17,56.01,25.93,61.22,DoorCLOSED,PowerON,40.81,CompressorOFF,0.4,Wednesday 01.01.2025 -- 22:22:40,0
3.8,69.85,27.19,58.9,DoorCLOSED,PowerON,158.42,CompressorON,0.28,Wednesday 01.01.2025 -- 22:22:45,0
3.01,69.72,19.01,70.37,DoorCLOSED,PowerON,45.04,CompressorOFF,0.27,Wednesday 01.01.2025 -- 22:22:50,0
2.76,59.24,24.53,89.66,DoorCLOSED,PowerON,98.97,CompressorON,0.12,Wednesday 01.01.2025 -- 22:22:55,0
3.85,59.58,24.71,65.52,DoorCLOSED,PowerON,42.17,CompressorOFF,0.18,Wednesday 01.01.2025 -- 22:23:00,0
3.33,51.89,22.41,78.21,DoorCLOSED,PowerON,34.71,CompressorOFF,0.09,Wednesday 01.01.2025 -- 22:23:05,0
5.42,55.85,20.24,66.42,DoorCLOSED,PowerON,49.3,CompressorOFF,0.28,Wednesday 01.01.2025 -- 22:23:10,0
2.94,48.86,30.34,55.26,DoorCLOSED,PowerON,196.62,CompressorON,0.36,Wednesday 01.01.2025 -- 22:23:15,0
3.92,56.39,29.62,83.4,DoorCLOSED,PowerON,58.45,CompressorOFF,0.12,Wednesday 01.01.2025 -- 22:23:20,0
2.09,49.04,25.79,50.51,DoorCLOSED,PowerON,115.02,CompressorON,0.24,Wednesday 01.01.2025 -- 22:23:25,0
3.89,59.47,22.47,76.12,DoorCLOSED,PowerON,109.28,CompressorON,0.07,Wednesday 01.01.2025 -- 22:23:30,0
2.13,67.07,20.39,80.32,DoorCLOSED,PowerON,149.63,CompressorON,0.16,Wednesday 01.01.2025 -- 22:23:35,0
4.48,81.28,29.79,71.51,DoorOPEN,PowerON,94.83,CompressorON,1.2,Wednesday 01.01.2025 -- 22:23:40,0
2.64,67.19,29.09,73.47,DoorCLOSED,PowerON,100.21,CompressorON,0.09,Wednesday 01.01.2025 -- 22:23:45,0
11.85,83.07,31.92,90.79,DoorCLOSED,PowerON,211.16,CompressorON,1.01,Wednesday 01.01.2025 -- 22:23:50,1
2.57,58.68,25.15,81.76,DoorCLOSED,PowerON,128.05,CompressorON,0.44,Wednesday 01.01.2025 -- 22:23:55,0
2.05,72.73,23.92,85.23,DoorCLOSED,PowerON,98.46,CompressorON,0.45,Wednesday 01.01.2025 -- 22:24:00,0
10.95,76.34,31.9,68.14,DoorCLOSED,PowerON,248.6,CompressorOFF,1.54,Wednesday 01.01.2025 -- 22:24:05,1
2.02,74.89,22.0,65.31,DoorCLOSED,PowerON,94.02,CompressorON,0.06,Wednesday 01.01.2025 -- 22:24:10,0
2.68,68.31,30.49,61.02,DoorCLOSED,PowerON,102.14,CompressorON,0.23,Wednesday 01.01.2025 -- 22:24:15,0
4.45,54.39,20.8,63.74,DoorCLOSED,PowerON,47.69,CompressorOFF,0.12,Wednesday 01.01.2025 -- 22:24:20,0
2.35,70.51,23.92,72.72,DoorCLOSED,PowerON,144.31,CompressorON,0.41,Wednesday 01.01.2025 -- 22:24:25,0
2.57,62.77,18.09,79.48,DoorCLOSED,PowerON,138.2,CompressorON,0.23,Wednesday 01.01.2025 -- 22:24:30,0
3.35,67.23,29.86,81.98,DoorCLOSED,PowerON,53.44,CompressorOFF,0.02,Wednesday 01.01.2025 -- 22:24:35,0
2.35,57.34,21.17,67.82,DoorCLOSED,PowerON,143.0,CompressorON,0.4,Wednesday 01.01.2025 -- 22:24:40,0
9.34,81.7,34.07,90.39,DoorCLOSED,PowerON,217.07,CompressorOFF,1.43,Wednesday 01.01.2025 -- 22:24:45,1
4.66,57.22,26.77,86.58,DoorCLOSED,PowerON,47.53,CompressorOFF,0.29,Wednesday 01.01.2025 -- 22:24:50,0
11.19,81.68,27.38,75.59,DoorCLOSED,PowerON,242.53,CompressorON,0.91,Wednesday 01.01.2025 -- 22:24:55,1
3.32,46.39,25.14,75.94,DoorCLOSED,PowerON,159.48,CompressorON,0.4,Wednesday 01.01.2025 -- 22:25:00,0
7.26,74.37,26.19,84.95,DoorCLOSED,PowerON,134.52,CompressorON,0.4,Wednesday 01.01.2025 -- 22:25:05,0
2.26,61.95,29.93,50.25,DoorCLOSED,PowerON,134.14,CompressorON,0.27,Wednesday 01.01.2025 -- 22:25:10,0
4.75,49.47,26.73,77.57,DoorCLOSED,PowerON,56.58,CompressorOFF,0.19,Wednesday 01.01.2025 -- 22:25:15,0
3.26,61.48,26.51,56.35,DoorCLOSED,PowerON,45.94,CompressorOFF,0.33,Wednesday 01.01.2025 -- 22:25:20,0
3.3,57.17,27.01,60.25,DoorCLOSED,PowerON,126.79,CompressorON,0.06,Wednesday 01.01.2025 -- 22:25:25,0
2.02,51.98,31.97,56.04,DoorCLOSED,PowerON,123.68,CompressorON,0.36,Wednesday 01.01.2025 -- 22:25:30,0
7.84,85.38,28.01,78.96,DoorCLOSED,PowerON,225.84,CompressorOFF,1.58,Wednesday 01.01.2025 -- 22:25:35,1
3.58,61.78,18.48,56.09,DoorOPEN,PowerON,113.09,CompressorON,0.93,Wednesday 01.01.2025 -- 22:25:40,0
4.23,55.54,26.13,76.03,DoorCLOSED,PowerON,38.04,CompressorOFF,0.26,Wednesday 01.01.2025 -- 22:25:45,0
7.29,84.41,30.35,77.04,DoorOPEN,PowerON,248.53,CompressorON,0.98,Wednesday 01.01.2025 -- 22:25:50,1
3.17,62.92,19.51,57.93,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.15,Wednesday 01.01.2025 -- 22:25:55,0
4.96,59.48,28.76,56.87,DoorCLOSED,PowerON,57.51,CompressorOFF,0.4,Wednesday 01.01.2025 -- 22:26:00,0
4.57,45.28,19.34,53.51,DoorCLOSED,PowerON,32.76,CompressorOFF,0.17,Wednesday 01.01.2025 -- 22:26:05,0
4.36,49.3,26.88,71.99,DoorCLOSED,PowerON,29.17,CompressorOFF,0.39,Wednesday 01.01.2025 -- 22:26:10,0
3.77,74.98,19.95,55.65,DoorCLOSED,PowerON,42.93,CompressorOFF,0.21,Wednesday 01.01.2025 -- 22:26:15,0
4.04,67.65,29.32,74.67,DoorCLOSED,PowerON,131.31,CompressorON,0.3,Wednesday 01.01.2025 -- 22:26:20,0
3.19,68.75,18.2,52.19,DoorCLOSED,PowerON,99.11,CompressorON,0.27,Wednesday 01.01.2025 -- 22:26:25,0
2.56,53.98,28.93,76.1,DoorCLOSED,PowerON,138.5,CompressorON,0.3,Wednesday 01.01.2025 -- 22:26:30,0
7.92,77.36,34.7,63.37,DoorCLOSED,PowerON,186.72,CompressorON,1.01,Wednesday 01.01.2025 -- 22:26:35,1
3.82,51.21,19.15,74.34,DoorCLOSED,PowerON,113.19,CompressorON,0.19,Wednesday 01.01.2025 -- 22:26:40,0
3.55,70.29,24.88,82.54,DoorCLOSED,PowerON,20.77,CompressorOFF,0.09,Wednesday 01.01.2025 -- 22:26:45,0
7.7,69.64,24.98,83.6,DoorCLOSED,PowerON,43.97,CompressorOFF,0.18,Wednesday 01.01.2025 -- 22:26:50,0
3.35,45.63,20.21,87.41,DoorCLOSED,PowerON,128.87,CompressorON,0.24,Wednesday 01.01.2025 -- 22:26:55,0
4.85,63.95,30.8,61.59,DoorCLOSED,PowerON,29.59,CompressorOFF,0.29,Wednesday 01.01.2025 -- 22:27:00,0
4.05,56.68,20.28,71.0,DoorCLOSED,PowerON,184.26,CompressorON,0.22,Wednesday 01.01.2025 -- 22:27:05,0
3.21,67.24,31.39,56.78,DoorCLOSED,PowerON,40.12,CompressorOFF,0.02,Wednesday 01.01.2025 -- 22:27:10,0
4.07,47.42,26.96,82.44,DoorCLOSED,PowerON,37.4,CompressorOFF,0.1,Wednesday 01.01.2025 -- 22:27:15,0
4.19,69.62,23.14,88.92,DoorCLOSED,PowerON,39.11,CompressorOFF,0.23,Wednesday 01.01.2025 -- 22:27:20,0
5.27,65.73,29.08,66.02,DoorCLOSED,PowerON,20.33,CompressorOFF,0.41,Wednesday 01.01.2025 -- 22:27:25,0
7.37,69.82,27.23,84.61,DoorOPEN,PowerON,158.5,CompressorON,0.4,Wednesday 01.01.2025 -- 22:27:30,0
3.44,57.42,20.86,76.12,DoorCLOSED,PowerON,46.31,CompressorOFF,0.32,Wednesday 01.01.2025 -- 22:27:35,0
2.03,50.92,25.24,69.22,DoorCLOSED,PowerON,138.01,CompressorON,0.24,Wednesday 01.01.2025 -- 22:27:40,0
3.26,54.87,29.77,64.63,DoorCLOSED,PowerON,119.29,CompressorON,0.38,Wednesday 01.01.2025 -- 22:27:45,0
6.72,55.54,18.83,51.44,DoorCLOSED,PowerON,148.79,CompressorON,0.29,Wednesday 01.01.2025 -- 22:27:50,0
2.81,57.41,31.22,58.49,DoorCLOSED,PowerON,147.05,CompressorON,0.21,Wednesday 01.01.2025 -- 22:27:55,0
3.56,73.06,22.34,87.38,DoorCLOSED,PowerON,129.66,CompressorON,0.14,Wednesday 01.01.2025 -- 22:28:00,0
3.55,74.71,24.74,82.23,DoorCLOSED,PowerON,27.96,CompressorOFF,0.39,Wednesday 01.01.2025 -- 22:28:05,0
4.11,62.19,26.77,60.47,DoorOPEN,PowerON,145.45,CompressorON,0.33,Wednesday 01.01.2025 -- 22:28:10,0
4.04,72.72,28.13,56.22,DoorCLOSED,PowerON,200.12,CompressorON,0.19,Wednesday 01.01.2025 -- 22:28:15,0
5.28,52.73,21.19,65.74,DoorCLOSED,PowerON,55.89,CompressorOFF,0.19,Wednesday 01.01.2025 -- 22:28:20,0
2.75,51.6,29.04,75.87,DoorCLOSED,PowerON,122.33,CompressorON,0.41,Wednesday 01.01.2025 -- 22:28:25,0
5.21,78.63,22.91,68.42,DoorOPEN,PowerON,110.68,CompressorON,0.44,Wednesday 01.01.2025 -- 22:28:30,0
4.03,47.36,25.94,87.02,DoorCLOSED,PowerON,28.18,CompressorOFF,0.32,Wednesday 01.01.2025 -- 22:28:35,0
7.29,70.66,29.63,71.46,DoorOPEN,PowerON,131.98,CompressorON,0.04,Wednesday 01.01.2025 -- 22:28:40,0
4.45,60.22,30.53,63.23,DoorCLOSED,PowerON,43.85,CompressorOFF,0.13,Wednesday 01.01.2025 -- 22:28:45,0
4.15,52.54,23.37,85.31,DoorCLOSED,PowerON,136.2,CompressorON,0.24,Wednesday 01.01.2025 -- 22:28:50,0
2.17,65.63,18.58,53.05,DoorCLOSED,PowerON,140.4,CompressorON,0.23,Wednesday 01.01.2025 -- 22:28:55,0
5.46,69.46,26.71,55.4,DoorCLOSED,PowerON,56.37,CompressorOFF,0.22,Wednesday 01.01.2025 -- 22:29:00,0
2.68,60.29,25.11,81.25,DoorCLOSED,PowerON,141.23,CompressorON,0.17,Wednesday 01.01.2025 -- 22:29:05,0
4.72,49.75,20.63,84.26,DoorCLOSED,PowerON,20.13,CompressorOFF,0.27,Wednesday 01.01.2025 -- 22:29:10,0
3.37,70.59,29.54,83.07,DoorCLOSED,PowerON,31.81,CompressorOFF,0.39,Wednesday 01.01.2025 -- 22:29:15,0
5.23,53.0,22.34,64.97,DoorCLOSED,PowerON,58.49,CompressorOFF,0.13,Wednesday 01.01.2025 -- 22:29:20,0
5.08,51.98,20.13,65.16,DoorCLOSED,PowerON,40.18,CompressorOFF,0.26,Wednesday 01.01.2025 -- 22:29:25,0
3.98,74.41,30.03,65.53,DoorOPEN,PowerON,128.21,CompressorON,0.1,Wednesday 01.01.2025 -- 22:29:30,0
4.81,74.16,28.97,67.07,DoorCLOSED,PowerON,57.08,CompressorOFF,0.06,Wednesday 01.01.2025 -- 22:29:35,0
2.39,62.51,19.61,83.57,DoorCLOSED,PowerON,91.52,CompressorON,0.18,Wednesday 01.01.2025 -- 22:29:40,0
2.02,49.46,28.79,72.38,DoorCLOSED,PowerON,90.86,CompressorON,0.32,Wednesday 01.01.2025 -- 22:29:45,0
4.18,62.63,19.56,64.09,DoorCLOSED,PowerON,155.87,CompressorON,0.26,Wednesday 01.01.2025 -- 22:29:50,0
6.13,77.93,31.94,63.26,DoorOPEN,PowerON,107.11,CompressorON,0.13,Wednesday 01.01.2025 -- 22:29:55,0
3.09,62.63,29.94,85.01,DoorCLOSED,PowerON,49.58,CompressorOFF,0.1,Wednesday 01.01.2025 -- 22:30:00,0
7.05,47.65,27.38,80.95,DoorCLOSED,PowerON,155.08,CompressorON,0.22,Wednesday 01.01.2025 -- 22:30:05,0
4.09,58.29,28.82,54.22,DoorCLOSED,PowerON,130.54,CompressorON,0.16,Wednesday 01.01.2025 -- 22:30:10,0
4.7,73.77,19.31,52.05,DoorCLOSED,PowerON,48.73,CompressorOFF,0.43,Wednesday 01.01.2025 -- 22:30:15,0
3.67,57.43,31.38,61.56,DoorCLOSED,PowerON,59.16,CompressorOFF,0.17,Wednesday 01.01.2025 -- 22:30:20,0
4.62,62.77,31.05,74.37,DoorCLOSED,PowerON,23.15,CompressorOFF,0.1,Wednesday 01.01.2025 -- 22:30:25,0
1.91,64.96,31.22,64.41,DoorCLOSED,PowerON,103.51,CompressorON,0.44,Wednesday 01.01.2025 -- 22:30:30,0
2.99,72.04,19.56,81.24,DoorCLOSED,PowerON,94.32,CompressorON,0.82,Wednesday 01.01.2025 -- 22:30:35,0
4.43,74.75,25.93,67.78,DoorCLOSED,PowerON,25.06,CompressorOFF,0.35,Wednesday 01.01.2025 -- 22:30:40,0
2.83,48.61,30.93,88.14,DoorCLOSED,PowerON,122.61,CompressorON,0.26,Wednesday 01.01.2025 -- 22:30:45,0
2.42,50.68,30.23,71.67,DoorCLOSED,PowerON,125.57,CompressorON,0.17,Wednesday 01.01.2025 -- 22:30:50,0
3.19,65.23,31.34,66.54,DoorCLOSED,PowerON,116.78,CompressorON,0.04,Wednesday 01.01.2025 -- 22:30:55,0
2.24,52.17,20.26,78.82,DoorCLOSED,PowerON,129.39,CompressorON,0.37,Wednesday 01.01.2025 -- 22:31:00,0
3.19,62.21,19.25,79.78,DoorCLOSED,PowerON,44.79,CompressorOFF,0.16,Wednesday 01.01.2025 -- 22:31:05,0
